census_tract,Surge_threshold,alpha_d,alpha_a,alpha_p,alpha_r,mew_a,mew_p,U_rate
36111950200,1.832399612,24.99959273,0.816386923,0.034700286,0.072147209,0.073374801,0.00502278,0.010179561
36111950300,2.695925152,24.99924621,24.99968229,0.93525464,0.001021115,0.077426981,0.001003925,0.01025326
36111951400,1.641295209,24.99897596,0.222115055,4.859938133,0.107957965,0.066452223,0.013485291,0.010593009
36111951700,1.732594544,24.99895633,3.987921877,0.001176716,0.032663394,0.091092747,0.013814723,0.010146258
36111952500,1.860201612,24.99999784,24.99962482,4.999640326,0.001301768,0.118323251,0.001016439,0.01014277
36111953700,1.801199706,24.99957612,24.99959965,0.001038593,0.002304777,0.086857215,0.059351705,0.010052341
36111953800,1.644959061,24.99935146,5.985096135,0.001340421,0.003720185,0.106597526,0.015115243,0.010109568
36111954900,1.68790586,19.12824697,1.9022889,0.001539166,0.017927134,0.050172806,0.009155972,0.010289137
36119011300,1.779208763,23.74102468,10.63600609,0.001172212,0.014212224,0.068614839,0.073628936,0.010036325
36119011400,1.910878342,24.99837653,8.602816778,4.999324864,0.004122138,0.095832967,0.001082653,0.010048506
36119011500,1.783548932,24.99872083,11.62576053,0.001046592,0.007409093,0.091149958,0.001006854,0.010147603
36119011700,1.802046383,24.99897311,24.99946594,0.827241828,0.001230811,0.072514805,0.055348799,0.010015016
36119013304,2.678881721,24.99978238,0.001063612,3.521059043,0.001042669,0.088350741,0.001010406,0.010060028
36119013600,1.860011973,24.9984888,2.517785914,3.509554208,0.016401681,0.076305217,0.001031578,0.010074887
36119013800,1.957366104,24.99887048,24.99816971,0.001054349,0.001002237,0.064725386,0.001008512,0.010148213
36119013900,2.362708697,24.99955896,24.99819823,3.185817947,0.001009259,0.065399857,0.001012884,0.010064275
36119014000,2.737237266,24.9999559,0.001073888,3.691654273,0.00100805,0.059606655,0.00100628,0.010051918
36119014100,2.11293248,24.99937171,6.066739444,0.004977261,0.003766963,0.127588098,0.020672248,0.010338981
36119014200,1.899309698,24.99993817,0.704490645,0.28508984,0.026891351,0.083555081,0.006490262,0.010063978
36119014604,1.818180391,24.58760007,1.553418985,4.811735527,0.012768921,0.082187822,0.073446443,0.012761981
36119014701,1.719558693,24.99960712,24.99917219,4.999518794,0.001829796,0.080219379,0.028584617,0.010083512
34003013001,1.927866943,18.85867885,4.04013197,0.001251792,0.068825454,0.061710327,0.15584963,0.016618263
34003013002,1.890728532,24.71504007,7.892082941,0.527645665,0.029162877,0.054133124,0.005841736,0.21830113
34003019102,2.397744566,24.99984091,0.004558668,1.321257736,0.00101171,0.154215591,0.001003423,0.010110337
34017005802,1.068956647,15.92209089,19.68912097,0.001087076,0.0146056,0.091921685,0.299993369,0.570998028
34017010300,1.998220966,24.99935965,17.28553471,0.001171665,0.003797251,0.108375163,0.299997761,0.010004363
34017010400,1.764534603,24.99837535,0.00146628,0.352574629,0.001146052,0.092859311,0.002439809,0.01040072
34017015001,2.444187051,20.33928192,24.99955999,1.785583296,0.001153977,0.060596654,0.14582058,0.010223807
34017015201,1.949219535,13.81682972,24.99770289,0.001151562,0.001421499,0.042318748,0.001003387,0.035589177
34017015801,2.129949779,22.06377861,0.003007382,1.374859462,0.137910219,0.072929365,0.299985727,0.012520938
34017017900,2.171285811,21.46485574,5.364976674,4.559205581,0.107391212,0.050586579,0.299994995,0.067853114
34017018302,1.991662899,20.79718303,0.001113201,4.999899997,0.010968859,0.052482486,0.077434224,0.046470202
34023004500,2.355093133,24.99891807,0.00291218,1.350034772,0.001091935,0.080535552,0.001009841,0.010064902
34023004600,1.515326311,24.99948669,1.938244007,0.005596687,0.007541987,0.139519392,0.161544179,0.0106501
34039030600,2.029765842,24.99999097,0.19904736,4.954443024,0.490863415,0.075251742,0.015978612,0.010023764
36001002500,1.548320402,20.13935579,1.505397468,2.966285821,0.003666186,0.048383097,0.014976937,0.025850793
36001002600,2.542685544,24.99985685,0.00347988,3.519755349,0.001003756,0.054465957,0.00100323,0.010450597
36001013200,1.767879192,17.65363835,9.624815735,0.002799475,0.00817547,0.036757378,0.001001983,1.15387916
36001013601,2.489294673,24.99777047,20.18793579,2.669561468,0.001008456,0.091791725,0.00100093,0.01022972
36001014301,1.815286989,24.99837726,19.69727149,4.999738498,0.005076937,0.087205051,0.001700471,0.010534922
36021001200,3.077342147,24.99896763,0.00412827,3.04129417,0.001002617,0.109247036,0.001004916,0.010253571
36027070101,1.815995164,24.99948442,24.99934187,4.999696217,0.004638456,0.084081684,0.022153245,0.010043792
36027070401,2.31570263,24.9980686,24.99918273,2.044844025,0.001011045,0.071369066,0.001012835,0.010540853
36027140101,1.760497383,24.99969251,1.43081148,0.13356735,0.006480224,0.091099936,0.006383926,0.01007849
36027150003,3.402489457,24.99908742,0.002010888,4.14049038,0.001025896,0.074568128,0.001003895,0.010020021
36027160003,1.911460232,24.99988997,24.99950338,0.001091412,0.001003389,0.075338318,0.001009442,0.010462027
36027220100,2.173696455,24.99898436,2.919209827,4.688934746,0.011156379,0.104233849,0.299979569,0.010178812
36027220700,2.558561959,24.99826255,0.001705284,3.450085984,0.001068493,0.069430267,0.001008333,0.01039916
36039081000,1.599540964,24.9997204,2.172294044,0.004205468,0.085085125,0.080097638,0.008444878,0.010116014
36039081102,1.664665122,24.9995605,2.27509513,4.999958727,0.05084695,0.073706451,0.015063081,0.010050281
36047003800,2.338793035,24.99977584,0.002386269,4.86878411,0.001017972,0.071956567,0.001010024,0.010118974
36047005000,3.161437211,24.99916963,24.99963903,3.141027845,0.001051213,0.050382728,0.001011015,0.052394612
36047005300,2.120907626,5.010484435,4.549263054,0.518734982,0.606469883,0.03128538,0.156934989,0.01302346
36047017400,2.463552113,24.99971041,24.99753908,3.840934388,0.001004792,0.057560048,0.00100387,0.036017897
36047061600,2.329198232,4.444885749,16.46353103,2.98279655,0.190867722,0.007638678,0.034320694,2.451483003
36071000100,2.274416401,24.99956992,2.417696196,2.51433562,0.005286372,0.109750373,0.001070826,0.010060863
36071000400,2.111820268,24.9997202,0.002161406,4.999271434,0.019531485,0.116425498,0.099944195,0.010348099
36071013600,2.443226493,24.99974289,0.002034862,1.230445819,0.001035665,0.100617721,0.001006429,0.010066552
36079010800,1.800703969,21.66476163,17.65946265,0.001234634,0.008873109,0.063785688,0.026040116,0.018805821
36083040400,2.601391194,24.999582,3.967335458,3.25834773,0.01326877,0.100341713,0.003496463,0.010129304
36083040900,1.751338325,5.777323506,0.001017298,0.001038255,0.045166173,0.020534607,0.031404015,0.01902501
36083041000,1.681854235,19.98589432,0.002948621,4.97419482,0.003132123,0.034550855,0.029902507,1.205777917
36083051500,1.699223576,10.82776061,0.001867121,0.001854813,0.021009865,0.024956689,0.010120226,0.973621716
36083052503,1.552010336,24.72794713,15.40142121,0.002543381,0.003310494,0.044697453,0.029713611,1.325780667
36085007000,2.00308738,8.376935148,6.473449253,4.999180179,0.142427256,0.024303168,0.022186118,2.630674832
36085007400,1.388027954,8.146259208,11.22840276,1.986954997,0.083574758,0.061871832,0.017900927,2.998923514
36085020700,1.827229199,24.99964873,2.692966715,1.577925329,0.048917912,0.084560943,0.005613811,0.010002494
36085031902,1.929302268,24.99592575,6.016972393,0.001348953,0.019461187,0.100250572,0.200531737,0.010037066
36085032300,2.112830153,24.99995203,23.23432252,0.001057852,0.006903813,0.091466059,0.003168943,0.010065465
36087010701,2.216827742,24.99797998,24.99829743,1.511758831,0.001003597,0.100147436,0.001004793,0.010029013
36087011000,1.905544449,24.9999461,24.99979028,0.001120992,0.004354431,0.071851548,0.001001661,0.010295285
36087013003,1.866772061,22.89602236,8.934350278,0.501042408,0.017302963,0.055032887,0.137420693,0.076011572
36087013200,1.792838083,24.99902186,9.900204706,0.001007849,0.01210281,0.079157243,0.001004053,0.010757581
36111951300,1.860342301,24.99983076,2.67254699,4.999621758,0.020148349,0.062981644,0.046409971,0.01
36111952600,1.710989236,24.99956783,0.001394866,0.001027627,0.00119951,0.058007383,0.001029594,0.010123734
36111953600,1.664887553,24.99979492,7.164354804,0.001155262,0.007392133,0.086233073,0.016053975,0.010522548
36119010300,1.894068453,24.99972164,0.10839897,4.999773435,0.013895466,0.095782546,0.051930782,0.010067504
36119010400,2.038867637,24.99978892,4.374803695,0.001619233,0.011478838,0.095844447,0.299973597,0.010011081
36119010500,2.607696679,24.99837902,24.99914794,1.33688639,0.001052162,0.086379696,0.001004076,0.010227643
36119011800,1.353138525,24.99854179,23.03819029,0.001377343,0.005862629,0.072429235,0.015462063,0.010327371
36119013201,1.7429009,18.6458994,24.99919447,0.001338449,0.001958554,0.056329016,0.001024534,0.013268347
34003019202,3.381289135,24.99986383,0.00130444,2.452868073,0.001069376,0.07744538,0.001000187,0.010298791
34017007400,2.149427247,24.9562754,0.001356494,4.265232601,0.063568876,0.093717396,0.127508743,0.010817041
34017007600,1.387720603,24.629043,7.314844372,0.001080331,0.018274984,0.085009798,0.061924725,0.021506916
34017007700,1.192803281,24.99838481,3.030786856,0.001582288,0.019293019,0.099547562,0.018229445,0.010437684
34017011600,1.815020346,24.99877794,19.42769343,4.999830079,0.010931948,0.086981296,0.014152533,0.010581153
34017014101,2.098024034,24.99623263,0.660694599,2.045579756,0.095533238,0.085724056,0.114739816,0.010054531
34017018301,3.386212336,24.99988479,24.99971051,2.770439867,0.001008442,0.049113474,0.001000662,0.223645115
34017018701,2.172833845,24.99742227,5.201705377,4.829407489,0.027423016,0.079182135,0.018487107,0.010208063
34017019300,1.905535587,6.093488609,0.11811895,0.572086564,0.193332011,0.023595338,0.041002874,0.018803559
34023004900,1.69487655,24.99979524,0.637815179,3.429739559,0.140918923,0.107235003,0.014677086,0.010043054
34025802000,1.674467337,16.96230865,0.002191535,0.001756458,0.104911751,0.051703024,0.064019235,0.010248046
34039039800,1.991389233,24.99926275,1.297925547,4.99957381,0.203078812,0.073652143,0.299989138,0.01
36005029301,2.280571569,24.99979656,0.00121671,4.242395368,0.001001881,0.09145423,0.001011332,0.011175156
36005032300,1.903288471,24.99446158,5.783992676,0.001031183,0.001028453,0.122053598,0.001003584,0.010002637
36021001300,3.390568841,24.9994523,24.9995581,2.895266071,0.001002934,0.08387161,0.001000352,0.010383711
36021001400,2.795719154,24.999814,24.99936929,2.63527492,0.001111441,0.081128078,0.001445712,0.010555117
36027060100,2.821494328,24.99951568,0.001984324,3.516460739,0.00103073,0.06596141,0.001044306,0.010078614
36047000700,2.798878192,23.17972064,0.002140908,4.070939009,0.045313376,0.074659123,0.150098783,0.010293431
36047004700,2.857131518,20.443426,16.33270827,1.347200269,0.019355949,0.091338026,0.00189626,0.011743706
36047005201,3.195140841,24.9998304,24.99829918,4.164906492,0.001044987,0.062928276,0.001052351,0.010121779
36047005202,2.807968382,24.99991082,0.001363328,2.678401938,0.001010657,0.064924664,0.001013608,0.010173931
36047005400,2.614350661,24.99487587,24.99751952,2.92576148,0.001004233,0.067116271,0.001000207,0.01006543
36047005601,2.94806832,24.99899679,0.003344062,0.365853359,0.001017666,0.06292427,0.001001437,0.010219773
36047028000,3.009400816,24.99695799,24.99549543,2.180086373,0.001004644,0.06834623,0.00101199,0.01000393
36047028200,2.685310107,24.99910748,0.001049984,1.05225753,0.001005472,0.066117204,0.001002764,0.01
36047031400,1.927305771,24.99958368,24.999261,0.001545528,0.005169882,0.080740751,0.001000728,0.010140254
36047061002,2.166420251,21.61506199,3.599081098,0.404444725,0.048244898,0.063845818,0.070949572,0.019005946
36061000900,2.136382109,14.00160007,1.096623952,4.427566593,0.425747304,0.052510119,0.076262325,0.041685972
36061003700,3.279959056,16.40494228,24.99939996,4.327086559,0.013810134,0.058259305,0.011805649,0.014933622
36061003900,2.16963278,20.83533713,9.676844246,4.915891272,0.036996516,0.071340137,0.113516285,0.014892139
36061007500,2.797131498,24.99713786,24.99825262,3.605813485,0.011313289,0.07312188,0.007111088,0.010225912
36061007900,2.168505601,24.99991244,4.619578082,1.024234736,0.062676782,0.071904415,0.054571947,0.010262108
36061009900,2.158003732,11.69883283,2.317321212,1.2031382,0.198671611,0.055994106,0.090145726,0.014711831
36061012900,2.688671755,24.99995268,24.83019057,1.039187927,0.001003771,0.153381939,0.001013021,0.010013012
36061013500,2.173798568,24.99849429,0.348349834,4.999993567,0.032078791,0.174670397,0.036064586,0.01
36061015100,2.935793781,24.99930034,0.00382209,0.394024045,0.001066109,0.060990861,0.001028242,0.010161015
36061015500,3.388002297,24.99841281,0.364013483,2.932221316,0.001009277,0.14757313,0.001005149,0.010121152
36061015900,2.771640595,24.99946177,0.002110737,3.031152087,0.001024766,0.111442429,0.001000607,0.010105887
36061016300,2.891230633,24.99902708,0.001692928,4.609937981,0.001057848,0.099649458,0.001004962,0.010018325
36061016700,2.807906047,24.99976619,0.001482356,2.679787154,0.001020059,0.119939517,0.001017896,0.010280616
36061017100,2.769958767,24.99991461,0.002451323,1.083978142,0.001009536,0.111771231,0.00101438,0.010123791
36061017900,2.290749078,24.99837004,0.001432144,3.327704734,0.001060997,0.099338438,0.001014943,0.010003893
36061018300,2.174423931,24.99977075,0.003353934,3.195468571,0.001034612,0.161101405,0.001003673,0.010065229
36061018700,2.345470997,24.99733218,0.001449689,1.620418121,0.001165775,0.180268264,0.001024068,0.010066929
36061019100,2.646253751,24.99948427,0.001202917,1.682133215,0.001025951,0.067132033,0.001031488,0.010101415
36061019500,3.080014018,24.99732658,3.916868167,2.616263813,0.001008631,0.111937992,0.001002947,0.010081308
36061021900,3.384033654,24.99916302,0.001575495,2.330497088,0.001012203,0.075893935,0.001016055,0.010313905
36061022900,3.415399001,24.99934328,0.002185754,4.392891521,0.001007069,0.118325536,0.001016624,0.010052185
36061023300,2.662480489,24.99990373,0.002838034,0.121574508,0.001001093,0.094718739,0.001003186,0.010084844
36061023700,3.010162996,24.99933082,0.001602471,1.037602448,0.001043871,0.290631621,0.001006275,0.01
36061024100,2.525429176,24.99701832,0.001686039,2.424957561,0.001009916,0.111699998,0.001023675,0.010066212
36061024700,2.759223568,24.99908698,0.001375518,0.867487472,0.00102152,0.154567924,0.001018119,0.010031164
36061027300,2.577312386,24.99847671,0.00138937,3.406188533,0.001011347,0.290108478,0.001018853,0.01032098
36061027500,1.591481838,24.99773649,0.002291851,0.001089175,0.001830685,0.155647649,0.006287048,0.01
36061031703,1.911149578,24.99796573,24.99898843,0.001027297,0.001017466,0.145974137,0.001000951,0.01
36061031704,1.840039423,24.99717429,6.805220852,1.878855096,0.00390127,0.076294269,0.096811515,0.020107233
36071000501,3.158535021,24.99943819,0.001275484,2.413267385,0.001025276,0.11835827,0.001048603,0.010275055
36071000502,2.482630883,24.99834257,0.001515544,2.067944207,0.001044717,0.290462906,0.001017811,0.010244437
36085000600,2.089033996,24.99972975,1.087597927,4.999866446,0.067086311,0.08247963,0.090208183,0.010148728
36085000700,2.113128466,24.99805502,14.23292467,0.001013881,0.001027348,0.158233596,0.001046788,0.010037891
36085002100,1.757033871,24.99967916,5.701393806,0.00102906,0.024975306,0.089431204,0.083746882,0.010259877
36085008100,2.682692818,24.99679693,8.338471757,2.282201233,0.001026705,0.104795509,0.00115754,0.01
36085012806,2.063563285,8.353534589,3.990301174,0.003354842,0.242117493,0.025494565,0.29999472,0.718632416
36087010703,2.507206261,24.1106271,0.001330775,1.686074384,0.001,0.048262304,0.001016883,0.05688012
36119000103,3.16580329,24.9975718,0.002462836,2.461464791,0.001035659,0.116550789,0.001006426,0.010030914
36119000202,2.474042914,24.99978309,0.003998586,1.663164546,0.001029366,0.064955449,0.001014586,0.010219593
36119000203,2.222465074,24.99978025,0.001012702,1.523748694,0.001068997,0.157821331,0.001021171,0.010049968
36119000401,2.032720243,24.99961088,0.710643603,0.003852594,0.085284216,0.103158571,0.299978864,0.01000131
36119000402,2.30243873,24.9984432,0.002500543,1.435484201,0.001016648,0.092213955,0.001038136,0.010298171
36119000701,2.352024155,24.99895378,6.047844826,0.392515906,0.001004901,0.085820375,0.001025524,0.010336045
36119000702,2.9188528,24.9996049,0.0019805,0.849160409,0.001042406,0.071903602,0.001013382,0.010098058
36119013301,1.680094757,24.99960814,3.770414201,0.001917141,0.022697458,0.110859783,0.00226266,0.010331292
36119014605,2.303978948,24.99920397,24.35903618,0.585137214,0.00105688,0.120292548,0.001000633,0.010004877
36001001100,1.706111798,24.99930974,2.299572114,0.001202111,0.050356324,0.073545408,0.024006715,0.010218897
36005030100,2.624338662,24.99991606,0.0015298,2.375201114,0.00104983,0.089872093,0.001000539,0.010011801
36005030900,2.9459789,24.99952284,0.001209791,1.833336405,0.00113451,0.080545738,0.001008041,0.010078083
36047000301,3.382620839,24.99680987,0.003473552,2.393499283,0.001001433,0.067094259,0.001027431,0.010003649
36047003400,1.906495011,24.9978977,4.110213299,4.999823735,0.011299383,0.083546571,0.086531505,0.010085134
36047005602,2.609514209,24.99977541,0.001467776,1.971177367,0.001,0.064970364,0.001000132,0.010208675
36047016200,2.358706695,24.99856124,0.002164186,1.65491034,0.00107824,0.081013317,0.001003857,0.010453471
36047017600,3.253142155,24.99871123,24.99941762,1.081917362,0.001029707,0.061054308,0.001003371,0.017741991
36047028600,3.392058635,24.99942703,0.00247542,3.631759813,0.001030863,0.089509746,0.001000714,0.010018855
36047029200,3.205008528,24.99768187,0.004599878,1.658319123,0.001001287,0.061000252,0.001002687,0.010112536
36047030400,2.121919265,24.99951944,24.99945444,2.64417271,0.010081839,0.077281776,0.0856979,0.010054412
36047033000,1.540890773,9.629428494,1.013335583,3.797349168,0.999881066,0.074615123,0.047487771,0.010156447
36061000700,2.125332912,24.99984797,1.183617822,0.251990416,0.06890834,0.102895774,0.027363427,0.012227642
36061001300,2.093199396,24.99943721,0.523227699,1.287357639,0.197791155,0.082630676,0.026659885,0.01
36061006900,2.172685283,24.99495086,6.535814191,0.899794732,0.062229311,0.058669044,0.016760886,0.035334386
36061017500,2.524264919,24.99939934,0.00261954,2.767203746,0.001110952,0.195898671,0.001012247,0.010212946
36061019900,2.401192738,24.99769137,5.916326472,3.509888895,0.001010707,0.09151625,0.001022927,0.010593226
