census_tract,Surge_threshold,alpha_d,alpha_a,alpha_p,alpha_r,mew_a,mew_p,U_rate
36061020500,2.502063401,24.99990155,0.002859421,4.526966784,0.001032511,0.134994923,0.001,0.010088086
36061021100,3.286378425,24.99418694,0.001334202,4.068457934,0.001010179,0.143547084,0.001005357,0.010018255
36061022301,3.497452463,24.99838913,7.054001003,0.949578635,0.001918151,0.154352699,0.031362347,0.010084022
36061022302,3.444648532,24.99736304,0.002442701,3.370016703,0.001029976,0.107352369,0.001028847,0.010257074
36061022500,3.262116217,24.99990838,0.001805841,2.833346471,0.001023066,0.120890685,0.001015156,0.01002771
36061026500,2.73804181,24.9985171,0.002273638,0.968686274,0.001026889,0.114397188,0.001005017,0.010216649
36061028700,2.780969,24.99906815,0.004319975,2.257972623,0.001023395,0.095843727,0.001006898,0.010079187
36083040700,0.956193758,24.99865029,3.983327789,0.001071418,0.021434289,0.117553852,0.027515143,0.010051992
36085000300,2.168223225,23.706343,1.795183977,0.035713388,0.259170317,0.079971301,0.093462449,0.010354254
36119011600,2.338336987,24.99963983,0.001299125,1.977300861,0.001023691,0.059221867,0.001001461,0.010686373
36047029400,2.833350984,24.99794203,17.78481219,2.427749109,0.001140695,0.04912661,0.001006977,0.087749515
36061025500,2.335656978,24.9996327,0.001861212,0.37580944,0.001027031,0.265168979,0.001000369,0.010077391
9001011000,1.843869335,3.848739863,16.63794877,3.378754149,0.068197009,0.004913802,0.005800446,2.813736018
9001011100,1.721505317,24.99987264,24.99849744,0.001572559,0.006173229,0.072774906,0.001004311,0.010458023
9001011200,1.694933227,6.298016738,24.99978732,0.00165967,0.017767194,0.017739713,0.002723698,2.999118196
9001011300,1.840680412,24.04322478,20.96168054,0.236642379,0.012309746,0.056149707,0.018148058,0.11942402
9001021900,1.80892133,16.77348662,2.925750082,1.734950731,0.045885837,0.04630488,0.079463179,0.03806718
9001022100,1.630770368,24.99834483,2.500646898,0.00121462,0.025505317,0.07780584,0.022182906,0.010427832
9001022300,1.891940044,8.592328706,4.530506424,4.624575818,0.055539305,0.029740513,0.004780912,0.022046475
9001022400,1.802172272,19.95837467,4.806458774,4.999328465,0.086823874,0.011893956,0.071143362,2.224959613
9001030300,1.924642488,11.77358434,9.959317335,4.947334047,0.056186193,0.004882543,0.0185026,2.670999639
9001044300,1.997324772,5.800330027,8.085495297,4.600217308,0.070430306,0.019781279,0.048300542,0.024897963
9001044400,1.863382722,8.879705593,2.690470457,0.003802336,0.496044352,0.030574878,0.299928266,0.280249179
9001044600,1.878783694,4.507241361,7.667308583,4.908068065,0.083256542,0.008626699,0.02010049,2.999365612
9001050500,1.799766052,5.252946302,1.318998794,3.318430315,0.058619056,0.012216683,0.007002595,0.162043205
9001050600,1.799132305,7.159444232,0.742526642,0.001178776,0.026226351,0.021303304,0.001004419,0.045947012
9001060600,1.792802981,9.935139454,24.99950038,0.001753846,0.015011856,0.033679449,0.001012311,0.070891359
9001061500,2.065059941,24.99832992,7.637910492,4.411693184,0.372866961,0.085173486,0.033252773,0.012849607
9001061600,1.825733849,6.609898265,15.30809937,4.245014201,0.115518196,0.039499856,0.035442754,0.017103689
9001070100,1.579931562,19.24716082,11.80654579,0.001183407,0.029409175,0.050728893,0.094501913,0.566036176
9001074400,2.026787159,23.23244332,2.076369693,0.001545789,0.162899387,0.065507835,0.135167981,0.010155591
9001080500,1.651174582,6.250640578,8.753809217,4.999960253,0.07529794,0.027173217,0.050342931,0.035417911
9007610100,1.888475759,8.252297064,20.28524493,4.219587247,0.038931246,0.026009662,0.052897711,0.575713976
9007610200,1.739092361,7.590176125,13.51448842,4.999941612,0.061947993,0.024366514,0.031189728,2.999548027
9007670100,1.77895569,9.108943635,11.70110169,0.733524079,0.08934391,0.029480273,0.017751383,2.114330322
9007670200,1.835037074,4.535918571,24.99855143,0.002168705,0.039448228,0.010772419,0.064545653,0.538425255
9007680100,1.762968289,11.73351719,8.385301235,4.99958972,0.070353105,0.021497628,0.021341493,2.515059034
9009142800,1.501554256,8.451638468,0.001470526,4.999905787,0.008879367,0.015991024,0.004981572,2.234504944
9009150100,1.817188383,24.99975585,7.447692325,1.52324071,0.016597447,0.061836572,0.00634827,0.015956156
9009150200,1.035768551,6.476370521,14.48470281,1.316620135,0.073637535,0.129255792,0.085572099,1.350708807
9009150400,1.783883537,8.248524935,5.290502909,2.919011143,0.212312601,0.026476265,0.030592649,0.489676512
9009150500,1.860243618,15.7472337,10.82215448,4.999783329,0.070809519,0.025625933,0.007690193,1.806801234
9009150900,1.697469689,8.990462494,24.99643095,0.955609605,0.011590541,0.03879159,0.013539215,0.014027453
9009151000,1.153487719,4.338450001,14.14468057,4.999774256,0.062007849,0.044046178,0.001001953,2.999802691
9009151100,1.72171244,6.770133046,2.363906774,4.381293101,0.087058607,0.018671569,0.039956474,1.452913272
9009154500,1.722639223,24.99984077,3.573690834,0.002165346,0.015494392,0.095958352,0.001011827,0.010081918
9009154700,1.77026571,23.95401849,8.149928698,0.0010563,0.017972594,0.045316724,0.053293813,0.218008974
9009154800,1.396851415,24.99941068,17.92886797,0.809691307,0.004408055,0.080859043,0.054781868,0.010172988
9009155000,1.701924515,22.34840916,0.002744959,4.997813521,0.027817911,0.030580725,0.025961914,2.746916187
9009180100,1.312853575,8.220383129,7.263554215,4.99981207,0.114213834,0.074229229,0.001001186,2.937756492
9009184300,1.72515466,14.00348711,18.00417693,0.003816905,0.02415034,0.038445407,0.004338004,2.999801927
9009184400,1.763159281,6.393525099,9.839259955,4.999865904,0.074630288,0.018994111,0.044477119,1.82754673
9009184600,1.762932481,7.781737046,13.94316558,4.999952443,0.020702164,0.027249334,0.062408511,0.074756441
9009190100,1.673730039,4.978608391,0.003231822,4.994511299,0.05042031,0.015919372,0.026105313,0.01844536
9009190200,1.737002986,8.93386719,11.26122858,4.998486764,0.026105812,0.029329419,0.063209608,0.121538287
9009194100,1.723189711,6.392424571,8.436623475,4.999827736,0.065524278,0.018891367,0.007854656,1.089980212
9011660101,1.863582487,9.231426814,24.9986128,4.999746724,0.01094427,0.029625105,0.006860849,0.087294144
9011660102,2.047393639,8.976091068,6.028495626,4.999755052,0.098543311,0.032399158,0.125570172,0.073102604
9011693300,1.789136475,11.28115201,24.9997581,0.002562483,0.006413656,0.043864183,0.001011125,0.012336067
9011693500,1.967403824,12.73070005,23.84856264,0.001152878,0.015649048,0.033744523,0.001013103,2.999598405
9011702600,2.067322076,16.37236495,11.67414517,4.999938177,0.049261273,0.0203175,0.095992659,2.020441633
9011702900,2.081276971,4.334268512,0.001641344,0.005270359,0.061367451,0.007987474,0.016403152,0.074568802
9011705101,1.663956498,23.18429555,0.003405068,4.999820887,0.002541151,0.039889369,0.018324116,1.649981297
9011705200,1.779523175,6.019668056,0.00321397,2.55028454,0.018609476,0.014000688,0.017272122,0.264647066
9011870703,1.92800859,13.31912606,24.99387553,0.137155069,0.003036642,0.042335569,0.026877261,0.015581475
9011870704,2.061114419,11.6256227,7.070296267,4.573539325,0.062352876,0.031014862,0.046761731,2.844722434
36005013800,1.770644579,12.32987463,7.355093016,0.011927372,0.042808599,0.035021702,0.013109748,2.0312674
36005016000,1.762542965,13.86853714,4.880215153,0.03196883,0.024426756,0.042660165,0.299035693,0.058612819
36005051600,1.764668603,10.12387889,13.9248498,4.999688987,0.024824312,0.03016478,0.083176726,2.972877242
36059300500,1.466027893,23.49413971,24.99969154,0.00191147,0.001829034,0.041009712,0.008965743,0.86985426
36059301000,1.911275882,24.99390625,24.99949541,4.999716466,0.005067374,0.071393995,0.29992026,0.013226949
36059301101,1.702003533,15.59403405,18.16945217,0.199003121,0.008264969,0.043546658,0.025783071,0.011526907
36059301200,1.653711728,24.99740766,24.99650167,0.1444779,0.003088058,0.054217616,0.007952022,0.021109288
36059301500,1.622422029,19.93361905,0.001196024,0.001433946,0.001033545,0.03127951,0.001006154,0.14295389
36059517101,2.397819024,24.99796142,24.99876582,2.101215895,0.001061892,0.080524211,0.001008932,0.010040358
36059517400,1.521558964,24.99832223,24.99657487,0.00106247,0.001024129,0.063851586,0.001005714,0.01015902
36059517500,2.294997723,24.9999823,0.001457154,4.156330347,0.001018239,0.066292217,0.001015363,0.010051525
36059517801,1.925172856,24.99983675,14.28136992,0.001295908,0.005861212,0.057767251,0.001002566,0.010245588
36059517901,1.780740598,7.10569256,0.00174322,0.001452093,0.020660506,0.023540781,0.073598552,0.024934281
36059517902,1.779834147,4.728663502,0.001289599,4.996504214,0.177559953,0.007644028,0.299968392,1.13993775
36059518000,2.044876773,24.71982711,20.44695827,1.514133738,0.008505105,0.058824306,0.013389427,0.012257299
36059518201,1.983487278,24.99811839,24.99851835,4.679532505,0.002665701,0.053522769,0.080258297,0.010681333
36081099705,1.71068429,24.99810173,24.99784894,0.001397645,0.001865664,0.067670794,0.003677045,0.010020579
36081109300,1.919967512,24.99911865,24.99913776,0.001637167,0.001085145,0.064174544,0.001012427,0.010150256
36081111300,2.593573351,24.99895361,24.99843751,4.224944756,0.00101232,0.068130515,0.00100491,0.010031586
36081148300,1.742578696,5.380302558,4.53332112,2.237833632,0.004626815,0.015790033,0.067651752,0.034230754
36103110101,1.665297272,24.99664343,24.99975469,3.060844665,0.001050794,0.052242406,0.003809704,0.050183274
36103110102,1.962972345,24.99961532,24.99969807,0.001664751,0.001028057,0.068871877,0.001006972,0.010083366
36103110300,1.722740701,13.10252927,8.204916217,3.931982702,0.009617707,0.046568964,0.041564161,0.013112026
36103110401,2.032845674,15.38087654,0.002933812,0.001167668,0.015047337,0.043099129,0.001022265,0.021237909
36103110402,1.664962313,24.99890161,16.40436947,1.015486746,0.003259154,0.070097316,0.001007485,0.010009658
36103110501,2.030150182,10.28943914,5.302584429,3.793501455,0.014525466,0.038024576,0.086310295,0.015716779
36103110600,1.656667018,24.23859016,21.72111802,0.001471203,0.002321574,0.052389628,0.001011221,0.061963106
36103110801,1.906266546,5.788892234,3.406019196,0.006194808,0.09404215,0.014297502,0.084743517,2.996214413
36103110803,1.757486729,14.38620509,0.287161628,0.033220102,0.017929501,0.042296037,0.056895586,0.026308233
36103134703,3.442420322,24.99946334,24.99903869,2.409132842,0.001000262,0.057086709,0.00100944,0.013569262
36103135004,1.939013134,9.861458458,0.001625729,2.13699703,0.006180632,0.037650684,0.087674511,0.016412088
36103158001,1.611730582,18.86528315,24.99916454,0.001031542,0.003513309,0.059351275,0.010656166,0.010234806
36103158002,1.632974258,17.21874541,10.08261639,0.859660623,0.003889222,0.057571434,0.018296301,0.010164644
36103158207,1.985638753,23.42666893,5.699022795,0.001062565,0.004392586,0.063891693,0.033972436,0.01027112
36103158304,1.84963247,24.99909486,4.069501772,1.394176966,0.008255626,0.055751983,0.005304037,0.011326575
36103158317,2.466421192,24.99988669,6.414394302,1.002562526,0.001023291,0.073602705,0.001044436,0.01003358
36103158402,2.973223596,24.99951493,0.00131223,2.652050947,0.001027659,0.070357566,0.001003895,0.01000922
36103158407,2.280780873,24.99935004,24.99958958,1.431327817,0.001012871,0.076223701,0.001008749,0.010054892
36103158408,2.297566165,23.89517699,24.9941073,0.794213665,0.001027795,0.048047963,0.001006456,0.062422589
36103169701,1.69899382,24.99999633,4.29449209,3.98218857,0.005034951,0.057834919,0.005998293,0.01
36103169703,1.786420795,24.19410815,13.00182711,0.001062146,0.00335351,0.061693012,0.024935893,0.010035202
36103169901,1.815124566,24.99942225,9.590235461,2.562585099,0.003950868,0.071289256,0.010679519,0.010141526
36103169902,1.836420371,6.388169501,0.00187613,0.619594008,0.089135522,0.016610857,0.023503494,0.247438557
36103170001,1.81448334,10.24520697,6.090876604,4.925288947,0.025469738,0.029603065,0.059314556,0.278085723
36103170002,1.823562444,6.024016794,6.123002627,0.467122055,0.022652866,0.017574069,0.061730967,0.065309747
36103170201,1.788520387,5.626111129,4.369942669,0.034512064,0.020600515,0.015011724,0.035887985,0.101766498
36103170202,2.035382412,6.245422657,0.005595468,0.003038941,0.054004605,0.016074875,0.01169211,0.192098983
36103180300,1.790585798,24.99883968,2.63223076,3.754046742,0.010401634,0.068798629,0.122071395,0.010006274
36103200902,1.612411933,7.69220825,24.99785468,0.181124747,0.003411271,0.021917307,0.008329757,0.193391391
36103201001,1.773349555,7.223776407,24.99919889,0.001960695,0.006203256,0.019782603,0.001005512,0.721913729
36103201003,1.555772224,4.760059848,0.001229738,0.001270643,0.010823595,0.012004886,0.003991577,0.052303203
36103201004,1.681060171,5.522487139,24.99780918,0.004221084,0.01089142,0.016694672,0.066744033,0.086438289
36119006900,1.887028624,23.50607686,7.558301603,4.999607419,0.02799755,0.048894848,0.076967554,2.54139059
36119007000,1.892414234,24.99994592,7.254854819,0.001399459,0.0113644,0.059955435,0.009400143,0.010245132
36119007100,1.702416164,5.042693739,13.96681657,0.001157555,0.021156547,0.018546105,0.03690972,0.010704394
36119007402,1.737072659,7.368765017,0.95867109,0.333102768,0.0544396,0.015136784,0.01936325,2.044249339
36119007500,1.711709323,10.81381225,9.605639922,0.003225802,0.010798583,0.037588511,0.005775221,0.018155966
36119007600,1.54758749,5.957553168,9.933824026,4.975850206,0.028526606,0.01848106,0.029502808,0.380177778
44009041500,1.855044248,12.23549596,17.23817251,4.999370425,0.004684827,0.041653339,0.044970985,0.027175649
44009051000,2.024166856,3.87981132,0.002223836,0.081875211,0.368893572,0.003653964,0.083988053,1.159039833
44009051101,1.824161835,6.353816092,0.001107824,4.999735167,0.01547849,0.015489709,0.051082578,0.275177906
44009051102,1.851116312,5.724667904,0.002308918,1.484789012,0.028158971,0.015820034,0.021680332,0.072694418
44009051302,1.815632899,4.776005494,0.0011984,0.115490716,0.056640807,0.012153584,0.028471826,0.05442038
44009051504,1.954032045,4.243420228,0.001914143,2.783891845,0.038168155,0.011405593,0.04596552,0.02120821
9001050400,1.780939217,21.41839762,6.517213494,0.001169759,0.109404421,0.004139365,0.133109636,1.922150266
9001070400,1.698640501,24.99870982,4.0002644,0.001248406,0.680964999,0.181736346,0.113140053,0.01
9009140400,1.866435942,17.84490518,5.518749394,1.818924045,0.009258433,0.058534857,0.013560687,0.010026145
9009142700,1.688934576,24.99917069,24.99964584,0.001178192,0.001463277,0.072261574,0.001026736,0.01019019
9011690900,1.705385421,14.21520944,4.964150363,0.00117767,0.035622673,0.042836556,0.023896056,0.050183748
9011705300,1.895408817,5.123698279,0.001014375,1.457204778,0.030123489,0.010926452,0.028323537,0.160346658
36005011800,1.708377039,14.64128641,3.325216899,4.999910578,0.066944047,0.042125742,0.065052334,0.310385469
36005027402,1.635293503,15.19343154,16.63058217,0.597747079,0.011376884,0.040796038,0.122109134,2.123400961
36059300100,1.559416641,5.461702185,24.99517966,0.00135013,0.006005679,0.016882493,0.001010015,0.070450453
36059302000,1.753280827,24.99933616,24.99827276,2.92224868,0.003665002,0.066455798,0.015846266,0.010117096
36059517000,1.737079614,16.46293261,5.455276133,2.15058018,0.027584762,0.038341303,0.00789143,0.669988936
36081099703,2.171733507,24.99971391,10.15021243,3.541297442,0.004748174,0.074313776,0.126527142,0.01004439
36103134704,2.545646148,24.99984703,0.001570625,3.033827427,0.001001091,0.079873578,0.001004972,0.01
36119005902,1.390437796,23.98306079,6.946316411,0.001478105,0.023064353,0.059983123,0.041682967,0.662139337
9009155100,1.831618092,10.96541331,10.38535298,4.970242371,0.057104846,0.033317025,0.00803459,0.363875175
36119005701,1.488938164,24.99881488,7.953077541,0.001424586,0.005000329,0.088762128,0.019769602,0.010464019
36119007200,1.623387153,20.89854989,2.888326514,0.00112821,0.035587845,0.006817241,0.042864082,1.800881098
9001070600,1.803831038,15.5017345,0.441377526,0.001026978,0.513617777,0.066163684,0.051189357,0.011594963
